Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade de Estoque,Filial,Data da Venda
Blush em pó,Eletrodomésticos,42.61,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrônicos,35.14,Indisponivel,Filial 2,Indisponivel
Pó compacto,Alimentos,34.58,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,13.41,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Alimentos,95.82,Indisponivel,Filial 8,Indisponivel
Base líquida,Eletrodomésticos,18.22,Indisponivel,Filial 2,Indisponivel
Batom matte,Eletrônicos,65.93,Indisponivel,Filial 5,Indisponivel
Batom líquido,Alimentos,90.86,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Alimentos,35.42,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Roupas,9.48,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Alimentos,75.95,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,36.32,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrônicos,61.91,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Eletrodomésticos,49.19,Indisponivel,Filial 7,Indisponivel
Blush em pó,Alimentos,96.51,Indisponivel,Filial 1,Indisponivel
Base líquida,Roupas,97.32,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,10.18,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,38.56,Indisponivel,Filial 5,Indisponivel
Batom matte,Eletrodomésticos,32.38,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,68.61,Indisponivel,Filial 3,Indisponivel
Batom matte,Eletrodomésticos,54.35,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrônicos,76.32,Indisponivel,Filial 10,Indisponivel
Corretivo,Alimentos,20.19,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Eletrodomésticos,44.74,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,29.14,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,86.69,Indisponivel,Filial 1,Indisponivel
Batom matte,Roupas,93.73,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,48.51,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrodomésticos,83.1,Indisponivel,Filial 8,Indisponivel
Base líquida,Roupas,6.64,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,71.78,Indisponivel,Filial 9,Indisponivel
Batom líquido,Eletrodomésticos,54.07,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Roupas,8.43,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrodomésticos,53.2,Indisponivel,Filial 8,Indisponivel
Blush em pó,Roupas,25.23,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Alimentos,86.28,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrônicos,48.8,Indisponivel,Filial 4,Indisponivel
Corretivo,Eletrodomésticos,95.9,Indisponivel,Filial 2,Indisponivel
Blush em pó,Eletrônicos,15.08,Indisponivel,Filial 3,Indisponivel
Corretivo,Roupas,78.02,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Roupas,1.03,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrônicos,22.4,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Roupas,14.18,Indisponivel,Filial 2,Indisponivel
Pó compacto,Roupas,22.41,Indisponivel,Filial 7,Indisponivel
Corretivo,Roupas,34.14,Indisponivel,Filial 10,Indisponivel
Pó compacto,Alimentos,52.21,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Roupas,83.15,Indisponivel,Filial 10,Indisponivel
Blush em pó,Roupas,64.02,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Roupas,62.97,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Roupas,57.62,Indisponivel,Filial 6,Indisponivel
Pó compacto,Alimentos,58.2,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Alimentos,50.74,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Roupas,87.36,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrônicos,7.62,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,88.87,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,41.45,Indisponivel,Filial 9,Indisponivel
Blush em pó,Alimentos,16.36,Indisponivel,Filial 6,Indisponivel
Batom matte,Alimentos,7.58,Indisponivel,Filial 2,Indisponivel
Batom líquido,Alimentos,43.68,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,49.21,Indisponivel,Filial 10,Indisponivel
Corretivo,Roupas,52.52,Indisponivel,Filial 9,Indisponivel
Batom líquido,Eletrodomésticos,84.34,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Alimentos,23.46,Indisponivel,Filial 8,Indisponivel
Base líquida,Eletrodomésticos,25.65,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,59.09,Indisponivel,Filial 5,Indisponivel
Batom líquido,Eletrônicos,72.79,Indisponivel,Filial 1,Indisponivel
Blush em pó,Alimentos,41.36,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Roupas,44.86,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Roupas,68.02,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,67.85,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Roupas,68.63,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,60.93,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Roupas,9.28,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrônicos,4.11,Indisponivel,Filial 8,Indisponivel
Batom líquido,Eletrodomésticos,28.2,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,56.7,Indisponivel,Filial 8,Indisponivel
Batom matte,Alimentos,24.67,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Eletrônicos,63.19,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Alimentos,50.51,Indisponivel,Filial 2,Indisponivel
Blush em pó,Roupas,74.39,Indisponivel,Filial 7,Indisponivel
Batom matte,Roupas,29.8,Indisponivel,Filial 9,Indisponivel
Batom matte,Alimentos,42.88,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,27.61,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Eletrônicos,67.28,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,61.02,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,36.12,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Alimentos,86.62,Indisponivel,Filial 1,Indisponivel
Batom matte,Eletrônicos,75.74,Indisponivel,Filial 2,Indisponivel
Corretivo,Roupas,31.61,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,21.64,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Eletrônicos,70.46,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,74.94,Indisponivel,Filial 1,Indisponivel
Pó compacto,Roupas,84.56,Indisponivel,Filial 8,Indisponivel
Pó compacto,Roupas,75.04,Indisponivel,Filial 3,Indisponivel
Corretivo,Roupas,64.5,Indisponivel,Filial 6,Indisponivel
Corretivo,Eletrodomésticos,26.92,Indisponivel,Filial 6,Indisponivel
Pó compacto,Alimentos,15.55,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Roupas,79.32,Indisponivel,Filial 8,Indisponivel
Pó compacto,Alimentos,19.41,Indisponivel,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,42.6,Indisponivel,Filial 2,Indisponivel
Batom matte,Alimentos,47.36,Indisponivel,Filial 9,Indisponivel
Base líquida,Alimentos,95.32,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrônicos,58.92,Indisponivel,Filial 4,Indisponivel
Blush em pó,Alimentos,20.96,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrônicos,56.19,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,82.93,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Eletrodomésticos,55.48,Indisponivel,Filial 3,Indisponivel
Batom líquido,Roupas,82.32,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Roupas,12.41,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrodomésticos,43.73,Indisponivel,Filial 1,Indisponivel
Base líquida,Roupas,56.22,Indisponivel,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,8.65,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Roupas,77.25,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrônicos,21.78,Indisponivel,Filial 9,Indisponivel
Corretivo,Roupas,60.92,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Alimentos,99.05,Indisponivel,Filial 6,Indisponivel
Base líquida,Eletrodomésticos,92.03,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Eletrônicos,81.42,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,21.67,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,26.61,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrônicos,47.57,Indisponivel,Filial 3,Indisponivel
Batom matte,Eletrodomésticos,60.31,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrônicos,97.53,Indisponivel,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,41.76,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Eletrônicos,20.74,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,84.84,Indisponivel,Filial 9,Indisponivel
Batom matte,Alimentos,37.32,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,57.3,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,24.43,Indisponivel,Filial 4,Indisponivel
Sombra de olhos,Eletrônicos,18.84,Indisponivel,Filial 6,Indisponivel
Batom líquido,Eletrodomésticos,23.15,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Eletrônicos,38.02,Indisponivel,Filial 6,Indisponivel
Corretivo,Alimentos,15.5,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,64.19,Indisponivel,Filial 7,Indisponivel
Corretivo,Eletrodomésticos,73.74,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Roupas,56.66,Indisponivel,Filial 4,Indisponivel
Batom líquido,Eletrodomésticos,79.75,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrônicos,49.13,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrônicos,55.96,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Alimentos,41.01,Indisponivel,Filial 9,Indisponivel
Pó compacto,Eletrônicos,21.23,Indisponivel,Filial 9,Indisponivel
Batom matte,Roupas,88.26,Indisponivel,Filial 10,Indisponivel
Base líquida,Roupas,92.53,Indisponivel,Filial 3,Indisponivel
Batom líquido,Eletrodomésticos,42.16,Indisponivel,Filial 4,Indisponivel
Pó compacto,Alimentos,19.27,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Eletrônicos,32.72,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Roupas,41.06,Indisponivel,Filial 8,Indisponivel
Corretivo,Roupas,62.64,Indisponivel,Filial 8,Indisponivel
Batom matte,Roupas,86.17,Indisponivel,Filial 9,Indisponivel
Corretivo,Roupas,16.22,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Alimentos,30.31,Indisponivel,Filial 2,Indisponivel
Base líquida,Alimentos,79.59,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Alimentos,26.36,Indisponivel,Filial 10,Indisponivel
Blush em pó,Alimentos,47.68,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrodomésticos,11.95,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Alimentos,86.15,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,43.97,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Roupas,65.26,Indisponivel,Filial 7,Indisponivel
Base líquida,Roupas,99.74,Indisponivel,Filial 10,Indisponivel
Batom líquido,Eletrodomésticos,86.33,Indisponivel,Filial 6,Indisponivel
Corretivo,Alimentos,25.76,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Roupas,70.35,Indisponivel,Filial 9,Indisponivel
Batom líquido,Eletrônicos,81.25,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrônicos,77.41,Indisponivel,Filial 3,Indisponivel
Corretivo,Roupas,13.18,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Alimentos,21.93,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Roupas,23.57,Indisponivel,Filial 3,Indisponivel
Batom líquido,Roupas,70.31,Indisponivel,Filial 8,Indisponivel
Base líquida,Eletrodomésticos,9.41,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,32.09,Indisponivel,Filial 2,Indisponivel
Batom matte,Roupas,24.61,Indisponivel,Filial 6,Indisponivel
Base líquida,Eletrodomésticos,86.68,Indisponivel,Filial 8,Indisponivel
Base líquida,Alimentos,4.47,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrodomésticos,73.72,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,64.62,Indisponivel,Filial 5,Indisponivel
Blush em pó,Roupas,34.93,Indisponivel,Filial 8,Indisponivel
Batom matte,Roupas,78.29,Indisponivel,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,67.08,Indisponivel,Filial 10,Indisponivel
Batom líquido,Roupas,98.47,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,39.86,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Roupas,65.23,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrônicos,50.8,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,16.77,Indisponivel,Filial 5,Indisponivel
Base líquida,Roupas,16.7,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,15.19,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,37.35,Indisponivel,Filial 10,Indisponivel
Pó compacto,Eletrodomésticos,12.8,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,51.72,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,72.4,Indisponivel,Filial 8,Indisponivel
Batom líquido,Alimentos,46.31,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,38.02,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrônicos,52.19,Indisponivel,Filial 9,Indisponivel
Pó compacto,Eletrodomésticos,50.78,Indisponivel,Filial 10,Indisponivel
Batom matte,Alimentos,45.85,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Roupas,36.64,Indisponivel,Filial 2,Indisponivel
Corretivo,Eletrodomésticos,24.35,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrodomésticos,12.44,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrônicos,10.22,Indisponivel,Filial 8,Indisponivel
Blush em pó,Eletrônicos,13.55,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Eletrônicos,58.02,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,20.01,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,55.72,Indisponivel,Filial 1,Indisponivel
Corretivo,Roupas,89.06,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,9.1,Indisponivel,Filial 7,Indisponivel
Corretivo,Alimentos,3.03,Indisponivel,Filial 1,Indisponivel
Batom líquido,Alimentos,2.69,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Alimentos,33.25,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrônicos,44.73,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Eletrônicos,56.58,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrônicos,39.78,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,75.83,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,76.69,Indisponivel,Filial 9,Indisponivel
Corretivo,Roupas,49.96,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrônicos,82.83,Indisponivel,Filial 7,Indisponivel
Pó compacto,Roupas,26.14,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,2.25,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrônicos,31.53,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Eletrônicos,15.48,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Roupas,92.41,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Eletrônicos,1.17,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,24.95,Indisponivel,Filial 7,Indisponivel
Pó compacto,Eletrodomésticos,11.82,Indisponivel,Filial 3,Indisponivel
Batom matte,Roupas,67.68,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,84.38,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Roupas,84.01,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,23.99,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,79.99,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Alimentos,1.87,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Alimentos,93.98,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrônicos,13.97,Indisponivel,Filial 2,Indisponivel
Blush em pó,Eletrodomésticos,26.58,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,31.2,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,37.76,Indisponivel,Filial 9,Indisponivel
Pó compacto,Eletrônicos,35.2,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,48.23,Indisponivel,Filial 10,Indisponivel
Corretivo,Roupas,12.12,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,17.39,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,36.03,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Eletrodomésticos,16.8,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Eletrônicos,6.2,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrônicos,55.84,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Eletrônicos,80.73,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Alimentos,87.59,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrodomésticos,45.93,Indisponivel,Filial 4,Indisponivel
Pó compacto,Roupas,95.1,Indisponivel,Filial 2,Indisponivel
Blush em pó,Alimentos,1.96,Indisponivel,Filial 7,Indisponivel
Batom matte,Eletrônicos,44.13,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,85.1,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,21.36,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,34.58,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Alimentos,25.38,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrodomésticos,54.71,Indisponivel,Filial 9,Indisponivel
Pó compacto,Roupas,89.49,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrônicos,62.55,Indisponivel,Filial 8,Indisponivel
Pó compacto,Roupas,92.42,Indisponivel,Filial 7,Indisponivel
Pó compacto,Alimentos,76.69,Indisponivel,Filial 3,Indisponivel
Batom matte,Roupas,39.12,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrônicos,76.88,Indisponivel,Filial 4,Indisponivel
Corretivo,Eletrodomésticos,1.32,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,61.88,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrônicos,15.24,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Alimentos,72.21,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrodomésticos,79.39,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Alimentos,23.86,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Alimentos,58.17,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrodomésticos,25.51,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Eletrônicos,63.73,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,83.26,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Roupas,10.83,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Roupas,29.4,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,80.58,Indisponivel,Filial 10,Indisponivel
Pó compacto,Alimentos,90.83,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrônicos,72.82,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrodomésticos,28.73,Indisponivel,Filial 5,Indisponivel
Base líquida,Alimentos,42.72,Indisponivel,Filial 9,Indisponivel
Corretivo,Alimentos,20.61,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrônicos,82.75,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Alimentos,98.12,Indisponivel,Filial 4,Indisponivel
Corretivo,Eletrônicos,89.4,Indisponivel,Filial 1,Indisponivel
Batom matte,Eletrônicos,11.91,Indisponivel,Filial 1,Indisponivel
Batom matte,Roupas,37.84,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,98.15,Indisponivel,Filial 8,Indisponivel
Corretivo,Eletrônicos,93.78,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Eletrônicos,29.26,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrodomésticos,2.01,Indisponivel,Filial 9,Indisponivel
Base líquida,Roupas,20.27,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrodomésticos,26.38,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrodomésticos,46.23,Indisponivel,Filial 5,Indisponivel
Batom matte,Eletrodomésticos,54.51,Indisponivel,Filial 7,Indisponivel
